nama_produk,harga_produk,penjual,lokasi_toko,jumlah_terjual,rating_produk,brand,product_category
Sosis Kanzler Beef Cocktail Sausage / Sosis Mini 250gr - 1PCS COCKTAIL,29900,Bliss Kitchen Jaksel,Jakarta Pusat,3000,5.0,Kanzler,Sausage
KANZLER Crispy Chicken Nugget @450gr,41000,Toko Tani Karawaci,Tangerang,500,5.0,Kanzler,Nugget
KANZLER crispy chicken stick 450gr,43000,Raveshop123,Jakarta Barat,17,5.0,Kanzler,Other
kanzler crispy chicken nugget 450 gram,46000,berisik brew,Semarang,80,5.0,Kanzler,Nugget
kanzler crispy nugget,40717,Nicky Frozen,Bekasi,250,5.0,Kanzler,Nugget
sosis kanzler singles original 65gr / sosis rasa ori,7499,Dapur C'Uwhie,Jakarta Barat,4000,4.8,Kanzler,Sausage
Kanzler Singles Bakso Keju 48gr | Kenzler,6999,Kanzler RS Froz,Jakarta Timur,250,5.0,Kanzler,Meatball
Kanzler Frankfurter Cocktail 500gr,45000,Bentang Frozen,Tangerang Selatan,70,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget Stick 450gr,47950,Kuka Kuka Meat Shop Jaksel,Jakarta Selatan,9,5.0,Kanzler,Nugget
Sosis Kanzler Cocktail Coktail Mini hotel breakfast bratwurst Sapi,30500,Ghafira Store,Jakarta Selatan,18,4.8,Kanzler,Sausage
Kanzler Sosis Cheese Cocktail 500gr,52950,Alsyaka Frozen&Dairy Semarang,Semarang,40,5.0,Kanzler,Sausage
Nugget KANZLER Stick Crispy Chicken Nugget Stik 450gram,14500,Disass Official,Yogyakarta,27,5.0,Kanzler,Nugget
Kanzler Smoked Beef Ham Slice Round - Daging Sapi Asap (250 gr),36000,Hijrahfood Meatshop Tanjung Duren Jakarta Barat,Jakarta Barat,40,5.0,Kanzler,Other
Kanzler Chicken Cordon Bleu Nugget 900gr Naget Ayam,129000,RIESA Mart,Tangerang Selatan,100,5.0,Kanzler,Nugget
KANZLER Sosis Singles Hot,7300,Dilla Frozen Food,Bekasi,100,5.0,Kanzler,Sausage
kanzler crispy chicken nugget 450gr,40999,DzikriFrozenFood,Kab. Tangerang,40,5.0,Kanzler,Nugget
KANZLER CHICKEN NUGGET ORIGINAL 450 GR,54800,Hypermart Cibubur Junction,Jakarta Timur,30,5.0,Kanzler,Nugget
Kanzler crispy chicken nugget 120 gr,15500,Rumah-Sosis,Depok,7,5.0,Kanzler,Nugget
kanzler sosi beef cocktail 250 gram,28000,ALMASAR,Jakarta Timur,30,5.0,Kanzler,Other
kanzler nuget crispy 120gr,14000,KING DURIAN84,Depok,30,5.0,Kanzler,Nugget
Kanzler Chicken Nugget - Naget Ayam 450 gram,40000,Rahmatika Freshmart,Tangerang Selatan,100,5.0,Kanzler,Nugget
kanzler nugget crispi 420gram,40500,zona ranceu,Surabaya,18,5.0,Kanzler,Nugget
Kanzler Naget Crumb,45000,Ghery Durian Shop,Jakarta Timur,70,4.9,Kanzler,Other
Kanzler Crispy Nugget Bubble Crumb 120gr,14500,Festivefrozenfood,Semarang,11,5.0,Kanzler,Nugget
Kanzler Nugget Crispy / Nugget Ayam,44000,TokoVatraMandiriBekasi,Bekasi,90,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450gr,43500,MBA Frozen Food,Surabaya,7000,5.0,Kanzler,Nugget
kanzler Crispy Chicken Nugget 450gr,46500,BarMeatShop,Tangerang,15,5.0,Kanzler,Nugget
kanzler crispy chicken nugget 450gr,43500,33 Daily Mart,Depok,17,5.0,Kanzler,Nugget
Kanzler Cheese Frankfurter 360gr,42300,Kanzler RS Froz,Jakarta Timur,100,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget Stick,43000,Akashimura,Jakarta Barat,22,4.8,Kanzler,Nugget
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast (1 kg),121500,Hijrahfood Meatshop,Jakarta Barat,40,5.0,Kanzler,Sausage
KANZLER CHEESE COCKTAIL SOSIS 500 GR,44700,Madina Frost,Kab. Tangerang,250,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450g,42500,ramadhani_collections,Bandung,250,4.9,Kanzler,Nugget
Kanzler Beef Cocktail Sausage 500 gr (Khusus Gosend/Grab),50000,Selalu Lancar Jaya,Surabaya,50,5.0,Kanzler,Sausage
Kanzler Chicken Nugget premium original 450gr,40999,Cemerlang Teknik,Tangerang,50,5.0,Kanzler,Nugget
kanzler crispy chicken nugget crispy bubble crumb 450gram,52000,Taufik Bumbu Giling,Jakarta Selatan,9,5.0,Kanzler,Nugget
kanzler crispy chicken nugget 500gr,42900,AG_Dry3,Tangerang,28,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450gr,49990,Master daging,Jakarta Utara,250,5.0,Kanzler,Nugget
Kanzler chicken cordon bleu / chicken cordon blue kanzler halal mui,45900,Fresh Multi,Jakarta Utara,100,5.0,Kanzler,Other
Chicken Nugget Kanzler 450 gr,42500,Frozen KFF,Tangerang Selatan,100,5.0,Kanzler,Nugget
Kanzler cordon bleu 300 gr,49000,Rumah-Sosis,Depok,15,5.0,Kanzler,Other
SOSIS KANZLER 250GR,28000,VITHAFROZEN,Malang,70,5.0,Kanzler,Sausage
sosis kanzler singles keju 65gr / sosis rasa keju,7499,Dapur C'Uwhie,Jakarta Barat,5000,4.9,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr,46000,DBK MERUYA,Jakarta Barat,19,5.0,Kanzler,Nugget
Kanzler Crispy Nugget 450 gram,41200,AG FROZEN FOOD CAB JAKARTA,Jakarta Barat,10,5.0,Kanzler,Nugget
Kanzler Chicken Nugget Premium 450gr - 1 Pack,45505,Kuka Kuka Meat Shop Tangerang,Tangerang Selatan,30,4.8,Kanzler,Nugget
Kanzler Nugget / Chrispy Chicken Nugget / Naget Ayam Krispi (450gr),47000,BawangBagus,Tangerang,9,4.7,Kanzler,Nugget
Kanzler Chicken Nugget Crispy 120 gram,14000,Rahmatika Freshmart,Tangerang Selatan,100,4.9,Kanzler,Nugget
Kanzler Crispy Chicken Nugget / Nugget Ayam / Naget Ayam Krispi 450gr,45900,Bliss Kitchen Bekasi,Bekasi,100,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 120 Gram,15500,RnB Fresh Market,Makassar,28,4.8,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450gr & 120gr / Nugget Ayam Kanzler    ,17900,Gerai Barokah Shop,Kab. Tangerang,7,5.0,Kanzler,Nugget
Kanzler Crispy Chiken Nugget 120 Gram,14000,AG FROZEN FOOD,Jakarta Barat,16,5.0,Kanzler,Nugget
Nugget ayam crunchy crispy bubble crumb ala kanzler homemade,32000,Lil_tummies,Tangerang,9,5.0,Kanzler,Nugget
Kanzler Sosis Ayam - Frankfurter Cocktail 500 gram,45500,Rahmatika Freshmart,Tangerang Selatan,100,5.0,Kanzler,Sausage
KANZLER SINGLE KEJU 65GR,6900,LOTTE Mart Official,Jakarta Selatan,250,4.9,Kanzler,Other
Kanzler Crispy Chicken Nugget Stick,45000,Umami Supplier,Jakarta Barat,40,5.0,Kanzler,Nugget
Kanzler crispy chicken nugget ayam renyah 450gr,45000,Umami Supplier,Jakarta Barat,4000,5.0,Kanzler,Nugget
Kanzler Chicken Cordon Bleu 300gr,49500,Umami Supplier,Jakarta Barat,100,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget 120 Gram (Frozen Food ),40000,Gaming Store01,Tangerang Selatan,9,4.5,Kanzler,Nugget
kanzler nugget crispy,43000,cemilan ceu,Tangerang,22,5.0,Kanzler,Nugget
Crispy Chicken Nugget Stick Kanzler 450gr,45000,TokoHen-Hen,Jakarta Barat,19,5.0,Kanzler,Nugget
Kanzler Beef Cocktail 500gr | Kanzler Sosis Mini | Cocktail Sausage,49200,Toko DFF,Jakarta Selatan,500,5.0,Kanzler,Sausage
nuget kanzler crispy,18000,sell's food,Surakarta,6,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget Stick 450gr,47950,Kuka Kuka Meat Shop,Jakarta Utara,10,5.0,Kanzler,Nugget
KANZLER CHICKEN NUGGET ORIGINAL 450 GR,54250,Hypermart Ciledug,Tangerang,8,5.0,Kanzler,Nugget
Kanzler Original Chicken Nugget 450gr I Naget Kanzler,40000,KENKEN FROZEN FOOD,Jakarta Selatan,6,5.0,Kanzler,Nugget
KANZLER Kanzler Chicken Nugget Original Premium 450gr,43200,Adellioolshop,Tangerang,6,5.0,Kanzler,Nugget
KANZLER CRISPY CHICKEN NUGGET 120GR NAGET AYAM KRISPY NUGGET,14900,Dunia Freshmart,Jakarta Utara,24,5.0,Kanzler,Nugget
naget crispy kanzler 450gram,40740,Faika Shop,Jakarta Timur,30,5.0,Kanzler,Other
KANZLER BEEF COCKTAIL SAUSAGE 250 GRAM,27500,Gunung Batu Frozen Food,Bandung,100,5.0,Kanzler,Sausage
KANZLER CHICKEN NUGGET CRISPY 450 GR,54750,Hypermart Metropolis,Tangerang,20,5.0,Kanzler,Nugget
Kanzler crispy nugget ayam 450gr/frozen,46000,AS FROZEN MART,Tangerang,100,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Naget 450gr,46000,Toko Mami Ria,Tangerang,18,5.0,Kanzler,Other
KANZLER SOSIS & BAKSO SINGLES GOCHUJANG | ORIGINAL | KEJU | HOT 65Gr,7500,Mikie Frozen Food,Malang,100,4.8,Kanzler,Sausage-Meatball
KANZLER CHICKEN NUGGET ORIGINAL 450 GR,54250,Hypermart Kemang Village,Jakarta Selatan,16,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450 gr,42500,Hafacookies,Tangerang Selatan,60,5.0,Kanzler,Nugget
kanzler chicken cordon bleu 900gr,130000,AG_Dry3,Tangerang,7,5.0,Kanzler,Other
Kanzler Cheese Frankfurter 360 gr,45011,SAJI Frozen&Snack,Jakarta Barat,40,5.0,Kanzler,Other
Kanzler crispy nugget 450 g ( 2 pack),88000,anto frozen food,Tangerang,100,5.0,Kanzler,Nugget
kanzler sosis singles keju 65gr 1pcs,7500,area grup,Semarang,100,5.0,Kanzler,Sausage
Sosis ayam kanzler cheese cocktail 500 gram / kanzler sosis cheese,46500,Younglife68,Jakarta Utara,60,4.9,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr,42000,Toko Pelangi 87,Jakarta Barat,100,5.0,Kanzler,Nugget
KANZLER CHICKEN NUGGET ORIGINAL 450 GR,54250,Hypermart Metropolis,Tangerang,6,5.0,Kanzler,Nugget
KANZLER CRISPY NUGGET STICK 500GR NAGET AYAM CHICKEN NUGGET KRISPY,43100,Dunia Freshmart,Jakarta Utara,6,5.0,Kanzler,Nugget
Nugget/Nugget Kanzler 450gr - Bawangbagus,52000,BawangBagus,Tangerang,30,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450gr / Nugget / Smallfood Frozen Food,13900,SmallFood,Tangerang Selatan,16,5.0,Kanzler,Nugget
Kanzler Sosis sapi beef cocktail 1kg / sosis sapi premium 1000gr,116500,Multi food jakarta,Jakarta Utara,1000,4.9,Kanzler,Sausage
KANZLER CHICKEN NUGGET ORIGINAL 450 GR,54250,Hypermart Balekota,Tangerang,17,4.2,Kanzler,Nugget
Kanzler crispy chicken nugget stick 450gr naget ayam stik 450 gram,42000,teluk frozen,Jakarta Utara,13,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 120gr - 1 Pack,13775,Kuka Kuka Shop Tangerang,Tangerang Selatan,40,5.0,Kanzler,Nugget
Kanzler Chicken Nugget dan Crispy Chicken Nugget 450 gram,45000,ADAM FROZEN FOOD JOGJA,Kab. Sleman,250,5.0,Kanzler,Nugget
Kanzler Sosis Beef Cocktail Cheese Cocktail Frankfurter Cocktail 500gr,47900,BerkatPangan,Tangerang Selatan,1000,5.0,Kanzler,Sausage
Kanzler Ori Chicken Nugget / Kanzler Crispy Chicken Nugget,46500,Frozen Mart Medan,Medan,12,5.0,Kanzler,Nugget
KANZLER SINGLES SOSIS 65 GR,7400,Madina Frost,Kab. Tangerang,2000,5.0,Kanzler,Sausage
Kanzler Nugget Original,38000,OryzaFrozenFood2,Depok,25,5.0,Kanzler,Nugget
Kanzler Chicken Cordon Bleu 300gram X 1 Bungkus,46000,Indospirits Retailindo Sunter,Jakarta Utara,11,5.0,Kanzler,Other
kanzler sosis ayam frankfurter cocktail 1kg,102000,AG_Dry3,Tangerang,30,5.0,Kanzler,Sausage
Kanzler Sosis Beef coctail 500 gram,53000,Syafira Susu,Jakarta Barat,100,5.0,Kanzler,Sausage
Kanzler Smoked Beef Ham Slice Round | Daging Sapi Asap (250 gr),36000,Hijrahfood Meatshop Jaksel,Jakarta Selatan,100,5.0,Kanzler,Other
Kanzler cheese cokctail 500 g,52500,anto frozen food,Tangerang,50,5.0,Kanzler,Other
Kanzler Chicken Nugget / Chicken Nugget Kanzler 450gram,52000,waroenklinda,Jakarta Barat,40,4.9,Kanzler,Nugget
Kanzler chrispy chicken nugget stick / kanzler stick termurah,38500,My meat shop,Bogor,5,5.0,Kanzler,Nugget
Kanzler Chicken Cordon Blue isi 2pcs 300gram,45600,Kuka Kuka Meat Shop Jaksel,Jakarta Selatan,27,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget Stick 450gr,43600,Juragan Daging Indonesia,Jakarta Selatan,7,5.0,Kanzler,Nugget
kanzler chicken nugget,44500,AfungFrozen,Tangerang,40,5.0,Kanzler,Nugget
SAUSAGE SINGLES KANZLER 65GR SOSIS SAPI SINGLE COLLAGEN SKIN HALAL,8500,LatteBless,Jakarta Selatan,5000,5.0,Kanzler,Sausage
Nugget kanzler crispy chicken Nugget 450gr,39700,FM Grosir,Depok,500,5.0,Kanzler,Nugget
KANZLER CHICKEN NUGGET PREMIUM 450GR,45505,Kuka Kuka Shop Tangerang,Tangerang Selatan,40,4.9,Kanzler,Nugget
sosis kanzler singles keju original,7477,Cemerlang Teknik,Tangerang,8000,5.0,Kanzler,Sausage
Crispy Chicken Nugget KANZLER / Naget Ayam Krispy,47800,Bima Persada Food,Jakarta Barat,9,5.0,Kanzler,Nugget
Kanzler Nugget Crispy 120gr,14000,Kebab Mini Frozen Food,Jakarta Timur,21,5.0,Kanzler,Nugget
KANZLER CRISPY CHICKEN NUGGET 450gr,59000,AnekaJaya swalayan,Semarang,12,4.6,Kanzler,Nugget
Kanzler Singles Bakso 1 Box (Isi 12),86500,Frogo Markett,Jakarta Utara,100,5.0,Kanzler,Meatball
KANZLER CRISPY CHICKEN NUGGET 450gr,43000,rumahtamma,Jakarta Barat,26,5.0,Kanzler,Nugget
KANZLER CRISPY CHICKEN NUGGET 450 GRAM,45120,grobaq,Jakarta Utara,26,5.0,Kanzler,Nugget
KANZLER CHICKEN CORDON BLEU 300gr,46500,sssfrozenfood,Bekasi,50,5.0,Kanzler,Other
chicken crispy nugget kanzler 450gr,45000,BHRE SHOP,Kab. Sidoarjo,100,5.0,Kanzler,Nugget
kanzler nugget crispy,42500,Toro store,Tangerang Selatan,12,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget,50000,Vanda Seafood SMD,Samarinda,50,5.0,Kanzler,Nugget
Kanzler nugget crispy 450gram,44500,Rickyman Frozen,Tangerang,90,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450GR BEST SELLER,44600,JMR Frozen Food,Jakarta Barat,6,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget [450g],42000,Juan Jaya Shopp,Jakarta Timur,27,5.0,Kanzler,Nugget
Kanzler Sosis Cheese Frankfurter 360gr,49700,Bentang Frozen,Tangerang Selatan,50,5.0,Kanzler,Sausage
kanzler crispy chicken nugget 450gr,46000,ZAS_FROZEN,Jakarta Pusat,17,5.0,Kanzler,Nugget
Chicken Nugget Crispy Kanzler 450gr,43500,withyou,Bekasi,28,5.0,Kanzler,Nugget
kanzler crispy chicken nugget stick 450gr,44000,NeoStoreYogyakarta,Yogyakarta,9,5.0,Kanzler,Nugget
Kanzler Cordon Bleu / Kanzler Cordon Blue isi 2pcs 300gram,45700,Naturallyoufm,Jakarta Utara,60,5.0,Kanzler,Other
Kanzler Smoked Beef Ham Slice Round | Daging Sapi Asap Bulat (1 kg),129900,Hijrahfood Meatshop,Jakarta Barat,15,4.5,Kanzler,Other
SayurHD Kanzler Crispy Chicken Nugget Crispy,47040,Sayur Home Delivery,Jakarta Utara,60,5.0,Kanzler,Nugget
PAKET KANZLER NUGGET CRISPY + KANZLER SOSIS / PAKET PREMIUM KANZLER,92500,INDO FROZEN,Bekasi,90,5.0,Kanzler,Nugget-Sausage
Crispy Nugget Stick Kanzler 450g,40000,KPB Frozen Food,Surabaya,16,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget Premium Halal Frozen 450gr,47500,Bos Sayur Buah,Jakarta Utara,80,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450gr,45000,GUDANG-MAKANAN,Jakarta Utara,250,4.9,Kanzler,Nugget
Kanzler Sosis Sapi Cocktail 250gr Beef Cocktail,27800,HokTung Mart,Jakarta Utara,500,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr,43500,AmmarShop_Jkt,Jakarta Utara,8,5.0,Kanzler,Nugget
Kanzler Chicken Nugget Crispy Crumble,44555,BinFroz,Tangerang Selatan,16,5.0,Kanzler,Nugget
Sosis Sapi dan Ayam Kanzler Frankfurter Rasa Keju dan Bawang Putih,37000,Sanjaya Market,Bandung,100,5.0,Kanzler,Sausage
Kanzler Chicken Cordon Bleu 300gr,52000,ALADIN SUPPLIER,Jakarta Utara,24,5.0,Kanzler,Other
Kanzler Cheese Frankfurter 360 gram,43500,Indah Frozen Food,Surabaya,100,5.0,Kanzler,Other
Kanzler Crispy chicken nugget 120gr,15400,RSB PERMATA CIMAHI,Kab. Bandung Barat,7,5.0,Kanzler,Nugget
Kanzler Cheese Frankfurter Sausage Sosis Keju Kanzler 360 gram,48000,lita frozen food,Jakarta Utara,250,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450 gram,41000,Success Freshmart,Jakarta Utara,750,4.9,Kanzler,Nugget
"Kanzler Sosis Garlic Frankfurter 300gr, Halal",44400,Brother Meat Shop,Depok,250,5.0,Kanzler,Sausage
Kanzler chicken nugget / kanzler crispy nugget ayam Halal Mui,42900,Multi Drink,Jakarta Utara,50,4.9,Kanzler,Nugget
Kanzler Chicken Cordon Bleu 300gr,51000,Akashimura,Jakarta Barat,29,5.0,Kanzler,Other
sosis kanzler blackpepper frankfurter 300gr,34950,AZEINN,Jakarta Selatan,500,5.0,Kanzler,Sausage
Kanzler chicken nugget 450 g,45000,anto frozen food,Tangerang,20,5.0,Kanzler,Nugget
kanzler nugget crispy stick,47000,Indo WitamaMart,Makassar,8,5.0,Kanzler,Nugget
KANZLER Crispy Chicken Stick Nugget [450 gr],42975,Okz Frozen Food,Kab. Sidoarjo,8,5.0,Kanzler,Nugget
kanzler stick crispy nugget bentuk stik 450 g,40999,Mandiri Frozen,Tangerang,10,5.0,Kanzler,Nugget
Kanzler Crispy Naget,44000,Toko Kebab KBU FOODS,Jakarta Selatan,60,4.9,Kanzler,Other
Kanzler Crispy Chicken Nugget 450gr,58500,FrozFood Indonesia,Jakarta Barat,15,5.0,Kanzler,Nugget
KANZLER SINGLES BAKSO ORIGINAL 48 GR,6900,LOTTE Mart Official,Jakarta Selatan,100,5.0,Kanzler,Meatball
kanzler sosis bratwurst,27500,Muara Frozen Food,Jakarta Timur,7,5.0,Kanzler,Sausage
Frozen Food - Kanzler Original Chicken Nugget Premium 450gr,40675,Bisa-Beli,Jakarta Timur,40,5.0,Kanzler,Nugget
Sosis Kanzler single,8500,Tokosetya,Semarang,100,5.0,Kanzler,Sausage
kanzler nugget crispy extra meaty 450gr,43470,Nizzam Seafood,Jakarta Timur,30,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450 gram,43900,Dunia Freshmart,Jakarta Utara,100,5.0,Kanzler,Nugget
Kanzler Sosis Beef Cocktail 250 gr,38000,Hana Shop Frozenmart,Bandar Lampung,9,5.0,Kanzler,Sausage
Kanzler Chicken Nugget Original Premium | Naget Ayam Berbumbu (450 gr),39900,Hijrahfood Meatshop Bogor Selatan,Bogor,40,4.9,Kanzler,Nugget
Kanzler Crispy Chicken Nugget Stick / Naget Ayam Stik 450gr,44900,Bliss Kitchen Bekasi,Bekasi,6,5.0,Kanzler,Nugget
Kanzler Nuget Crispy 450gr PROMO !!,42000,JJ Frozen Food Mojosongo,Surakarta,10,5.0,Kanzler,Nugget
KANZLER CHICKEN NUGGET 450 GR,39903,Nicky Frozen,Bekasi,40,5.0,Kanzler,Nugget
Sosis Kanzler Beef Cocktail 500gr,56990,CIVO MEAT Tangerang Pusat,Tangerang,500,5.0,Kanzler,Sausage
Cheese cocktail kanzler 500gr (sosis ayam rasa keju),46600,FOODIE MOODIE FROZEN,Surabaya,50,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr,45000,ALADIN SUPPLIER,Jakarta Utara,100,5.0,Kanzler,Nugget
Kanzler Chicken Cordon Bleu isi 2pcs 300gram,48000,Pasar Grosir Daging,Jakarta Barat,9,4.7,Kanzler,Other
Kanzler chicken nugget / nugget ayam premium / naget ayam kanzler,41900,foodpedia920,Jakarta Utara,17,5.0,Kanzler,Nugget
Kanzler Beef Cocktail 500 gram,51000,Indah Frozen Food,Surabaya,250,4.9,Kanzler,Other
KANZLER CHICKEN CORDON BLEU 300 gr,46500,Bandung Frozen Food Pungkur,Bandung,100,5.0,Kanzler,Other
Kanzler Sosis Sapi / Beef Cocktail Sausage 1 Kg,112000,Rahmatika Freshmart,Tangerang Selatan,70,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr,43000,Arka Frozen,Tangerang,100,5.0,Kanzler,Nugget
SOSIS BAKSO KANZLER SINGLES SIAP MAKAN PER BIJI/1 BOX SINGLE SAUSAGE,7699,WU Aqua Expert,Surabaya,60,5.0,Kanzler,Sausage-Meatball
Kanzler Sosis Sapi dan Ayam - Bockwurst 360 gram,41500,Rahmatika Freshmart,Tangerang Selatan,100,5.0,Kanzler,Sausage
Kanzler Chicken Nugget Premium New Formula 450gr,42000,Juan Jaya Shopp,Jakarta Timur,20,5.0,Kanzler,Nugget
Nugget Chicken Kanzler 450gr,47500,Ratu Daging Tangerang,Kab. Tangerang,60,4.9,Kanzler,Nugget
Kanzler Crispy Chicken Nugget Stick 450gr,57500,Haz Fruits,Semarang,50,5.0,Kanzler,Nugget
KANZLER NUGGET CRISPY 450 GRAM,43000,omah pastry.id,Yogyakarta,40,5.0,Kanzler,Nugget
KANZLER Mini Crispy Chicken Nugget [120 gr],13975,Okz Frozen Food,Kab. Sidoarjo,30,5.0,Kanzler,Nugget
kanzler crispy chicken nugget 450gr,43000,Toko Aneka Poris,Tangerang,70,5.0,Kanzler,Nugget
KANZLER Crispy Chicken Nugget / Nugget Ayam Renyah - 450gr,16900,One Klik Aja,Kab. Tangerang,11,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450gr,41000,DBK Bintaro,Tangerang Selatan,250,5.0,Kanzler,Nugget
Kanzler Chicken Nugget Naget ayam 450 Gram gr,39500,Alanza Frozen Food,Tangerang Selatan,250,5.0,Kanzler,Nugget
sunny gold nugget crispy bukan kanzler,37588,aulia frozen food 99,Jakarta Timur,14,5.0,Kanzler,Nugget
Kanzler chicken nugget / nugget ayam premium / naget ayam kanzler,41900,FG daily fresh,Jakarta Utara,100,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget Stick 450 gram,42000,PopulerCollection,Surabaya,15,5.0,Kanzler,Nugget
1 BOX/1 KOTAK KANZLER SOSIS SINGLE SINGLES RASA KEJU - 12 PCS,86400,KANZLER SOSIS,Jakarta Selatan,30,5.0,Kanzler,Sausage
kanzler chicken nugget original 450gram,40000,tokoflashsalemodernland,Tangerang,100,5.0,Kanzler,Nugget
kanzler nugget crispy 120gr,11500,Ahmad frozen food93,Jakarta Selatan,6,5.0,Kanzler,Nugget
Kanzler Beef Cocktail Sausage 1KG,116000,King Fresh Mart,Jakarta Barat,250,5.0,Kanzler,Sausage
KANZLER Sosis Garlic Frankfurter 300 gr,35900,Dilla Frozen Food,Bekasi,80,5.0,Kanzler,Sausage
KANZLER BEEF COCKTAIL SOSIS SAPI COCKTAIL,31000,Heimon FoodJogja,Kab. Bantul,14,5.0,Kanzler,Sausage
Kanzler Chicken Cordon Blue isi 2pcs 300gram,45600,Kuka Kuka Shop Tangerang,Tangerang Selatan,28,5.0,Kanzler,Other
kanzler chicken nugget 500gr,42000,Arka Frozen,Tangerang,50,4.9,Kanzler,Nugget
kanzler crispy chicken nugget 450gr,43500,Segarmeatshop,Jakarta Utara,21,5.0,Kanzler,Nugget
kanzler nugget crispy,40000,k'vita shop,Jakarta Timur,70,5.0,Kanzler,Nugget
kanzler nugget crispy,37900,AYA FROZENFOOD,Kab. Bogor,3,5.0,Kanzler,Nugget
KANZLER BEEF COCKTAIL (SOSIS SAPI) 500 GRAM,55000,Gunung Batu Frozen Food,Bandung,250,5.0,Kanzler,Sausage
"Kanzler , kanzeler Chicken Nugget / naget / nuget ayam krispi 450g",53500,PanganIndah,Tangerang,30,5.0,Kanzler,Nugget
Sosis Beef Cocktail - Kanzler (500gr),55500,Sakina Frozen Food,Semarang,30,4.9,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 120gr - 1 Pack,13775,Kuka Kuka Meat Shop Tangerang,Tangerang Selatan,13,5.0,Kanzler,Nugget
KANZLER CHEESE COCKTAIL 500gr / 500 gr SOSIS AYAM,44300,Wiralel,Tangerang,500,5.0,Kanzler,Sausage
kanzler crispy chicken nugget 120 gr Frozen food,15000,RBM Mart Frozen,Medan,2,5.0,Kanzler,Nugget
Kanzler Beef Wiener 360gr | Kenzler,39500,Kanzler RS Froz,Jakarta Timur,100,5.0,Kanzler,Other
Kanzler Bockwurst Sausage | Sosis Sapi & Ayam (1 kg),121500,Hijrahfood Meatshop,Jakarta Barat,16,5.0,Kanzler,Sausage
kanzler crispy chicken nugget 450gr,43200,DIAWOOR FROZEN FOOD,Tangerang Selatan,90,5.0,Kanzler,Nugget
KANZLER,7979,satusamaonline,Makassar,100,5.0,Kanzler,Other
kanzler crispy chicken nugget,46000,AfungFrozen,Tangerang,100,5.0,Kanzler,Nugget
KANZLER CORDON BLEU 300 GR,45500,Toko Sosis Menceng,Jakarta Barat,17,5.0,Kanzler,Other
KANZLER Crispy Chicken Nugget 450 gr,48500,Tokona teh lilis,Tasikmalaya,40,4.9,Kanzler,Nugget
KANZLER Crispy Chicken Nugget Stick 450 gr,48000,Meat Point_Sunter,Jakarta Utara,11,5.0,Kanzler,Nugget
kanzler crispy chicken nugget 450 gr,47999,Nisoku Mart,Depok,28,5.0,Kanzler,Nugget
KANZLER NUGGET ORIGINAL 450G,53900,LOTTE Mart Bintaro,Tangerang Selatan,9,5.0,Kanzler,Nugget
Chicken Cordon Bleu KANZLER 300 gr,44500,ainunfrozenfood,Jakarta Utara,19,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget Stick 450gr,42000,Meat House Official,Jakarta Selatan,7,5.0,Kanzler,Nugget
Kanzler Sosis Singles HOT 65gr,7499,Orient Food,Surabaya,90,5.0,Kanzler,Sausage
Kanzler Chicken Nugget 450 gram,41000,Success Freshmart,Jakarta Utara,50,4.8,Kanzler,Nugget
kanzler nugget crispy,45000,Frozen Food Andini,Surabaya,40,5.0,Kanzler,Nugget
kanzler nugget crispy 450g,46000,YH FROZEN,Tangerang,100,5.0,Kanzler,Nugget
Kanzler Sosis Bockwurst 360Gr 5pcs,41500,Frostmart,Jakarta Utara,100,5.0,Kanzler,Sausage
