nama_produk,harga_produk,penjual,lokasi_toko,jumlah_terjual,rating_produk
kanzler Crispy Chicken Nugget 450 gr,Rp48.900,Jakarta Salmon,Jakarta Selatan,9 terjual,5.0
SOSIS KANZLER SINGLES / KANZLER SINGLES ORIGINAL KEJU MINI 65GR,Rp8.000,Bentang Frozen,Tangerang Selatan,250+ terjual,5.0
kanzler crispy chicken nugget stick berat 450 gram frozen,Rp40.950,Pelangi Girls Naget 2,Depok,5 terjual,5.0
KANZLER BEEF COCKTAIL SOSIS SAPI 500gr / 500 gr,Rp50.999,Wiralel,Tangerang,500+ terjual,5.0
Kanzler Cheese Bratwurst 360gr Sosis,Rp43.000,Kasyfil Market Jakarta,Jakarta Selatan,100+ terjual,5.0
KANZLER CRISPY CHICKEN NUGGET /NAGET CRISPI 450 GRAM,Rp44.500,ToKo'Ken,Jakarta Barat,100+ terjual,4.9
kanzler chicken cordon bleu 300gr Nuget ayam,Rp48.000,YH FROZEN,Tangerang,30+ terjual,5.0
Bakso Keju Kanzler Bakso Sapi Kanzler Keju singles pack isi 4pc,Rp7.500,SinarMurni,Jakarta Pusat,750+ terjual,4.9
kanzler chicken nugget 450gr naget,Rp45.000,Toko Aneka Poris,Tangerang,16 terjual,5.0
Kanzler Chicken Cordon Bleu 300gr,Rp46.000,Kasyfil Market Jakarta,Jakarta Selatan,40+ terjual,5.0
Kanzler crispy chicken nugget ayam renyah 450gr,Rp42.000,Akashimura,Jakarta Barat,28 terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp45.500,House of Daging Tangerang,Kab. Tangerang,10 terjual,5.0
Kanzler chicken nugget / kanzler crispy nugget ayam Halal Mui,Rp42.900,foodpedia920,Jakarta Utara,50+ terjual,5.0
KANZLER CRISPY CHICKEN NUGET 120GR,Rp14.000,Toko Sosis Menceng,Jakarta Barat,27 terjual,5.0
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (500 gr),Rp55.000,Hijrahfood Meatshop Bogor Selatan,Bogor,40+ terjual,5.0
Chicken nugget kanzler original 450 gr,Rp38.900,Permata Frozen,Bekasi,30+ terjual,5.0
kanzler crispy chicken nugget 450gr,Rp43.900,Rezeki Frozen,Jakarta Utara,50+ terjual,5.0
Kanzler Nugget Crispy 450 gr,Rp45.000,toko yuva,Jakarta Selatan,11 terjual,5.0
Nuget Kanzler Crispy,Rp44.000,VITHAFROZEN,Malang,15 terjual,5.0
kanzler crispy chicken nugget,Rp53.500,RIZKI FROZEN FOOD 14,Pekanbaru,9 terjual,5.0
KANZLER SMOKED BEEF 250GR - BRONTZ JOGJA,Rp35.599,BRONTZ JOGJA,Yogyakarta,23 terjual,5.0
Kanzler Garlic Frankfurter 300gr (6pcs),Rp37.400,HokTung Mart,Jakarta Utara,100+ terjual,5.0
PREMIUM SOSIS KANZLER BEEF COCKTAIL 500GR,Rp52.962,Kuka Kuka Meat Shop,Jakarta Utara,250+ terjual,4.9
"Kanzler Crispy Chicken Nugget, Crispy Nugget Stick 450gr",Rp43.000,Frogo Markett,Jakarta Utara,500+ terjual,5.0
Kanzler Crispy Nugget 450g,Rp40.999,Hikmah Frozen,Bekasi,100+ terjual,5.0
SMOKED BEEF KANZLER @1kg,Rp125.000,raja daging jaksel,Jakarta Selatan,1rb+ terjual,5.0
Sosis Kanzler Singles,Rp10.250,everythingyouuneed-idn,Padang,100+ terjual,5.0
"Kanzler Nugget Viral, Kanzler Nugget Crispy Bubble Crumbs 450gram..",Rp47.000,RADSuppliers Food n Beverage Depok,Depok,100+ terjual,5.0
KANZLER Sosis Beef Cocktail Sausage 250gr | Frozen Food I Sosis Sultan,Rp28.000,KENKEN FROZEN FOOD,Jakarta Selatan,26 terjual,5.0
Sosis Daging Sapi Beef Cocktail Halal 500gram Frozen Food - Sibeku,Rp44.400,Sibeku Official Store,Jakarta Pusat,28 terjual,5.0
DILAMO BEEF COCKTAIL SOSIS SAPI HALAL PREMIUM 500g,Rp37.990,Fresh Wagyu Bandung,Bandung,250+ terjual,5.0
Belmont/Akai Sosis Sapi Beef Cocktail Sausage 1 Kg,Rp72.000,Selios Meat Shop,Bekasi,,
kanzler beef cocktail 500 gram,Rp56.000,NooLiMeat Shop,Jakarta Barat,6 terjual,4.5
URUTAN beef cocktail (sosis sapi 1 meter) HALAL,Rp35.000,warung hasbi,Jakarta Timur,250+ terjual,4.8
Sosis ayam kanzler frankfurter cocktail 500gr / sosis ayam premium,Rp48.900,Multi food jakarta,Jakarta Utara,100+ terjual,5.0
Sosis Kanzler Frankfurter Cocktail,Rp47.850,Just Beef,Tangerang Selatan,250+ terjual,4.9
Sosis Kanzler Cheese Cocktail 500gr,Rp63.000,Dmeat shop,Bekasi,23 terjual,5.0
Kanzler Cheese Cocktail 500gr / Sosis Ayam Frozen Food 500gr,Rp51.205,Kuka Kuka Meat Shop Tangerang,Tangerang Selatan,21 terjual,5.0
Kanzler Premium Sosis / Frankfurter Cocktail 500gr,Rp51.205,Kuka Kuka Shop,Jakarta Barat,40+ terjual,5.0
Crispy Chicken Nugget/Naget Ayam Kanzler,Rp48.000,Yums Kitchen,Jakarta Utara,30+ terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp43.000,Feeyza Frozen Food,Depok,8 terjual,5.0
Kanzler chicken nugget / nugget ayam premium / naget ayam kanzler,Rp41.900,Multi Drink,Jakarta Utara,21 terjual,5.0
KANZLER CHICKEN NUGGET PREMIUM / NAGET AYAM @450GR,Rp50.000,Bos Daging Jakarta,Jakarta Selatan,13 terjual,
kanzler crispy chicken nugget 450gr,Rp47.500,kafadena,Bekasi,6 terjual,4.7
KANZLER CHEESE COCKTAIL 500 GR / SOSIS AYAM KEJU,Rp48.000,Racik Indonesia,Bandung,1 terjual,
sosis kanzler cheese cocktail 500gr,Rp55.000,warung hasbi,Jakarta Timur,100+ terjual,4.9
Kanzler Premium Sosis / Frankfurter Cocktail 500gr,Rp51.205,Kuka Kuka Meat Shop Tangerang,Tangerang Selatan,12 terjual,5.0
Kanzler Sosis Cheese Cocktail,Rp66.000,Segar Laut Meat & Fish Supplier,Jakarta Barat,28 terjual,5.0
Kanzler Sosis Frankfurter Cocktail - 500gr,Rp55.000,WMS Meat Store,Tangerang,3 terjual,5.0
KANZLER CRISPY CHICKEN NUGGET 450 Gr,Rp45.000,DCIM FROZEN FOODS,Jakarta Timur,6 terjual,5.0
Kanzler Singles Bakso Sapi Siap Makan | Beef Meatballs RTE-Pilih Rasa,Rp7.300,Hijrahfood Meatshop Bekasi,Bekasi,70+ terjual,5.0
KANZLER CHICKEN NUGGET CRISPY 450gr / NAGET AYAM RENYAH / FROZEN FOOD,Rp42.900,AG_Dry3,Tangerang,18 terjual,5.0
Kanzler Chicken Nugget,Rp45.000,Serba Grosir Mania,Jakarta Barat,12 terjual,5.0
Kanzler Crispy Chicken Nugget 450gr / Naget ayam,Rp45.000,Toko_Aneka_Sederhana,Jakarta Utara,15 terjual,5.0
Kanzler Crispy Chicken Nugget 450 Gram,Rp47.000,Cikys toko,Jakarta Selatan,6 terjual,5.0
sosis kanzler singles mini 65 gr 1 dus isi 12pcs,Rp89.999,Dapur C'Uwhie,Jakarta Barat,60+ terjual,4.9
1 BOX/1 KOTAK KANZLER SOSIS SINGLE SINGLES ORIGINAL -12 PCS,Rp86.400,KANZLER SOSIS,Jakarta Selatan,40+ terjual,5.0
Kanzler Crispy Chicken Nugget 450 gr,Rp41.999,Arista Frozen Food,Tangerang,20 terjual,5.0
Kanzler Crispy Chicken Nugget,Rp45.000,Rumah Frozen MD,Depok,250+ terjual,5.0
KANZLER FRANKFURTER COCKTAIL 500 GR/ SOSIS SAPI AYAM,Rp47.000,Racik Indonesia,Bandung,,
Kanzler Sosis Cheese Cocktail 500 gram,Rp48.000,Harish Food & Frozen,Kab. Bantul,,
Kanzler Sosis Cheese Cocktail 500 gr,Rp49.900,beatmeatshop,Jakarta Barat,40+ terjual,5.0
Kanzler Cheese Cocktail / Sosis Ayam 500 Gram isi 33 Pcs,Rp52.500,ToserbaMerdekaTangsel,Tangerang Selatan,80+ terjual,5.0
Frankfurter Cocktail Kanzler 500gr Sosis Ayam,Rp52.500,Citra Rasane Food,Jakarta Barat,100+ terjual,5.0
KANZLER Chicken Nugget Crispy 500gr,Rp52.000,TOKO DAGING AYAH,Jakarta Timur,9 terjual,5.0
KANZLER CORDON BLEU 300gr,Rp46.500,INDO FROZEN,Bekasi,23 terjual,5.0
Kanzler Chiken Crispy Chiken Nugget 450 g,Rp45.000,Chika Freshmart,Tangerang Selatan,6 terjual,5.0
kanzler chicken cordon bleu,Rp46.000,Toko berlian sentosa,Tangerang,28 terjual,5.0
kanzler chicken cordon bleu 300gr,Rp47.900,AG_Dry3,Tangerang,7 terjual,5.0
Kanzler Original Chicken Nugget 450gr,Rp44.000,Toko Pelangi 87,Jakarta Barat,21 terjual,5.0
Kanzler Crispy Chicken Nugget / Nugget Ayam / Naget Ayam Krispi 450gr,Rp42.950,Khansa-Store,Jakarta Selatan,6 terjual,5.0
Kanzler Chiken Nugget @450gr,Rp40.000,raja daging jaktim,Bekasi,6 terjual,5.0
chicken cordon bleu kanzler / kanzler chicken cordon bleu / grab gojek,Rp45.900,foodpedia920,Jakarta Utara,18 terjual,4.8
KANZLER ORIGINAL CHICKEN NUGGET - SUKABUAH,Rp48.000,sukabuah,Jakarta Barat,28 terjual,5.0
KANZLER SINGLES MINI COCKTAIL / SOSIS SIAP MAKAN,Rp7.500,Racik Indonesia,Bandung,,
kanzler sosis cheese cocktail 500gr,Rp47.500,Frozen Food Panjunan,Bandung,,
Kanzler Cheese Cocktail 500 gram Sosis Ayam rasa Keju,Rp46.000,RIESA Mart,Tangerang Selatan,250+ terjual,5.0
Original Chicken Nugget (450 gram) - Kanzler,Rp49.000,Belanja Segar,Jakarta Utara,100+ terjual,5.0
kanzler nugget crispy 450gr,Rp42.900,Ngemil Cemil Yuks,Jakarta Selatan,100+ terjual,5.0
kanzler crispy chicken nugget 450gr,Rp42.000,sssfrozenfood,Bekasi,100+ terjual,5.0
"Kanzler Sosis Beef Blackpepper Frankfurter 300gr, Halal",Rp46.900,Brother Meat Shop,Depok,100+ terjual,5.0
Nuget Crispy Kanzler 500gr,Rp41.000,D2D Frozen Food,Bekasi,30+ terjual,4.9
Crispy Chicken Nugget Kanzler 450 gram,Rp46.200,HALALFROZ,Jakarta Selatan,13 terjual,5.0
SOSIS KANZLER BEEF COCKTAIL 250gr SAUSAGE,Rp28.000,Mikie Frozen Food,Malang,60+ terjual,5.0
kanzler beef cocktail 1kg sosis,Rp112.000,Kasyfil Market Jakarta,Jakarta Selatan,100+ terjual,5.0
KANZLER SOSIS BEEF WIENER 360 GR,Rp40.600,Zahra Froz,Jakarta Timur,250+ terjual,4.9
Kanzler Chicken Nugget Crispy 450 Gram,Rp46.000,idolamu frozen food,Jakarta Utara,22 terjual,5.0
sosis kanzler singles Hot Gochujang 65gr,Rp7.477,Cemerlang Teknik,Tangerang,250+ terjual,5.0
Kanzler CHICKEN NUGGET PREMIUM 450gr Naget Ayam Premium Kanzler,Rp52.000,raja daging tangerang,Kab. Tangerang,100+ terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp69.800,SEMBAKO EL Barraq,Tangerang Selatan,20 terjual,5.0
Kanzler crispy chicken nugget 120gr frozen food bandung,Rp14.350,Moojok Lestari,Kab. Bandung,8 terjual,5.0
Nugget Ayam Crispy Kanzler - INSTANT ONLY,Rp41.300,Tokoku BSD,Tangerang Selatan,500+ terjual,5.0
Nugget kanzler crispy,Rp50.000,Hokifoods,Tangerang Selatan,40+ terjual,4.8
Sosis Kanzler Sosis ayam kanzler Sosis Frankfurter Cocktail 500g,Rp43.000,SinarMurni,Jakarta Pusat,250+ terjual,5.0
Kanzler - SINGLES SOSIS 65gr - 1 pc Sosis Siap Makan,Rp7.000,saleseason_by_summer,Medan,100+ terjual,5.0
KANZLER CHICKEN CORDON BLUE 900G,Rp162.900,LOTTE Mart Indonesia,Jakarta Selatan,11 terjual,5.0
Kanzler Smoked Beef 1kg,Rp118.000,Kebab Mini Frozen Food,Jakarta Timur,22 terjual,5.0
KANZLER SOSIS BEEF COCKTAIL -250GR - BRONTZ DISASS,Rp28.500,BRONTZ JOGJA,Yogyakarta,40+ terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp46.500,Toko Daging Pondok Gede,Bekasi,10 terjual,5.0
KANZLER NUGGET ORIGINAL 450G,Rp53.900,LOTTE Mart Kelapa Gading,Jakarta Utara,19 terjual,5.0
"KANZLER CRISPY CHICKEN NUGGET STICK 450GR , GARING CRISPY, KHUSUS OJOL",Rp47.725,Thalia bahan kue sawangan depok,Depok,7 terjual,5.0
Sosis Beef Cocktail Kanzler / Sosis Sapi 500gr,Rp55.900,Ratu Daging Jaksel,Jakarta Selatan,250+ terjual,5.0
kanzler nugget crispy 120 gram,Rp15.600,takitakiFrozenFood,Malang,10 terjual,5.0
1 Pack - Kanzler Crispy Chicken Nugget 450gr,Rp44.000,Idola Sosis,Jakarta Utara,500+ terjual,5.0
Kanzler Crispy Chicken Nuget - Naget Ayam Kanzler kenzler,Rp46.000,RZTSHOP86,Bandung,100+ terjual,5.0
Kanzler Crispy Chiken Nugget 450 gr,Rp45.000,Sumber Berkat Tobaku,Kab. Jember,4 terjual,5.0
HD Management Kanzler Crispy Chicken Nugget,Rp45.000,HD Management,Kab. Bekasi,17 terjual,5.0
Nugget Kanzler (Crispy Chicken Nugget),Rp44.000,YSB Shop,Depok,30+ terjual,5.0
Chicken Crispy Nugget Kanzler,Rp45.000,Sekinamart,Kab. Tangerang,100+ terjual,5.0
Kanzler Sosis Beef Cocktail 250Gr Bestseller!,Rp30.875,Kuka Kuka Meat Shop,Jakarta Utara,100+ terjual,4.7
Kanzler Smoked Beef / Daging Asap 250g,Rp35.600,HokTung Mart,Jakarta Utara,250+ terjual,5.0
Kanzler Crispy Chicken Nugget 450gr / nugget ayam,Rp43.500,Cemilan Cibubur,Depok,90+ terjual,5.0
kanzler sosis cheese cocktail 500gr,Rp55.000,Gichelleen shop,Denpasar,22 terjual,5.0
kanzler beef cocktail 500gram sosis kanzler beef cocktail 500gram,Rp52.000,tokoflashsalemodernland,Tangerang,250+ terjual,5.0
KANZLER NUGGET CRISPY 460,Rp41.900,RSB FROZENFOOD BANJARAN,Kab. Bandung,17 terjual,5.0
Kanzler Chicken Nugget 450gr - 1 Pack,Rp45.505,Kuka Kuka Shop,Jakarta Barat,80+ terjual,5.0
Kanzler Nugget Crispy Bubble 120gr,Rp15.000,MajuMakmurFrozenFood,Kab. Karawang,6 terjual,4.0
Kanzler Crispy Chicken Nugget 450 Gr,Rp40.975,RBH FROZEN,Tangerang Selatan,24 terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp47.000,MajuMakmurFrozenFood,Kab. Karawang,50+ terjual,5.0
Kanzler Crispy Chicken Nugget 450 Gr,Rp40.975,RBH FROZEN,Tangerang Selatan,24 terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp47.000,MajuMakmurFrozenFood,Kab. Karawang,50+ terjual,5.0
chicken nugget kanzler crispy 500gr,Rp52.000,warung hasbi,Jakarta Timur,250+ terjual,4.9
Chicken Nugget Crispy Kanzler 450gr,Rp47.500,Ratu Daging Bekasi,Bekasi,70+ terjual,5.0
chicken nugget kanzler 500gr,Rp49.000,warung hasbi,Jakarta Timur,100+ terjual,4.9
Smoked Beef Kanzler - Smoke Beff Kanzeler Daging Asap Sapi Halal,Rp42.500,Nishimura,Tangerang Selatan,8 terjual,5.0
Kanzler Beef Cocktail Sausage 250 Gram,Rp31.300,KedaiMart Official Store,Jakarta Utara,11 terjual,5.0
Kanzler Smoke Beef 1kg | Kanzler Daging Asap 1kg,Rp123.000,DBK Pasar Minggu,Jakarta Selatan,100+ terjual,5.0
sosis kanzler single,Rp88.999,MERKAH BAROKAH,Kab. Sumenep,250+ terjual,5.0
Kanzler Crispy Chicken Nugget 450 gram,Rp41.500,PopulerCollection,Surabaya,250+ terjual,5.0
Kanzler Chicken Nugget 450gr,Rp36.950,Foodia Mart,Jakarta Timur,17 terjual,5.0
Kanzler Nugget Crispy Stick 500gr,Rp47.000,MajuMakmurFrozenFood,Kab. Karawang,12 terjual,5.0
Kanzler Crispy Chicken Nugget,Rp46.900,Just Beef,Tangerang Selatan,1rb+ terjual,5.0
kanzler crispy chicken nugget - crispy stick,Rp40.500,HS by Hansu,Jakarta Barat,250+ terjual,5.0
Kanzler Crispy Chicken Nugget 120gr - 1 Pack,Rp13.775,Kuka Kuka Meat Shop Bekasi,Bekasi,15 terjual,5.0
Kanzler Beef Cocktail 500 gr,Rp55.000,Rumah-Sosis,Depok,750+ terjual,5.0
kanzler crispy chicken nugget,Rp42.000,dsienta_olshop,Tangerang Selatan,17 terjual,4.9
Kanzler Nugget Crispy,Rp40.999,Warmil Top Farms,Tangerang Selatan,18 terjual,5.0
Kanzler Beef Cocktail Sausage 500gr Sosis Sapi,Rp51.840,RIESA Mart,Tangerang Selatan,250+ terjual,5.0
KANZLER Crispy Nugget Ayam 450 g Halal I Chicken Nugget Crumble,Rp45.700,Baby Koala Sushi,Jakarta Selatan,13 terjual,5.0
KANZLER SINGLE MINI 65GR,Rp6.900,LOTTE Mart Official,Jakarta Selatan,100+ terjual,5.0
sosis kanzler,Rp50.500,yeshua shop,Surabaya,30+ terjual,5.0
kanzler crispy chicken nugget 450 gr,Rp44.000,NooLiMeat Shop,Jakarta Barat,12 terjual,5.0
KANZLER CRISPY CHICKEN NUGGET 450 GR,Rp44.999,Elianafrozenfood,Jakarta Barat,250+ terjual,5.0
KANZLER Sosis Singles Gochujang,Rp7.300,Dilla Frozen Food,Bekasi,50+ terjual,5.0
kanzler crispy nugget stick,Rp40.000,Ratih Frozen Food,Depok,40+ terjual,4.9
KANZLER PREMIUM CHICKEN NUGGET / NAGET AYAM @450gr,Rp50.000,Dagingsegar38,Jakarta Selatan,21 terjual,4.9
Kanzler Chiken Crispy Chiken Nugget 450 g,Rp45.000,Chika Freshmart,Tangerang Selatan,6 terjual,5.0
kanzler nugget crispy 120gr,Rp14.000,Ratih Frozen Food,Depok,50+ terjual,5.0
Kanzler Crispy Chicken Nugget,Rp53.000,Segar Laut Meat & Fish Supplier,Jakarta Barat,40+ terjual,5.0
smoked beef kanzler 250 gr,Rp33.000,Ratih Frozen Food,Depok,20 terjual,5.0
KANZLER CHICKEN NUGGET 450GR,Rp39.500,KANZLER SOSIS,Jakarta Selatan,11 terjual,5.0
Kanzler Chicken Nugget Crispy VIRAL 450 gr,Rp48.500,Kinana Mart Frozen Food,Kab. Bogor,50+ terjual,5.0
Kanzler Crispy Chicken Nugget,Rp41.900,Frozen Food Jazmine,Jakarta Utara,250+ terjual,5.0
kanzler beef coctail 500gr,Rp54.000,TOKO YENTI,Bekasi,750+ terjual,5.0
Sosis Kanzler - Beef Cocktail Sausage - 250 gr,Rp28.000,King Fatih Shop,Jakarta Timur,3 terjual,5.0
Kanzler Chicken Nugget Crispy 450gr,Rp45.000,Moma Food,Jakarta Barat,100+ terjual,5.0
KANZLER CRISPY CHICKEN NUGGET - SUKABUAH,Rp51.000,sukabuah,Jakarta Barat,22 terjual,5.0
KANZLER CHEESE COCKTAIL 500G,Rp44.900,LOTTE Mart Official,Jakarta Selatan,40+ terjual,4.9
BEST SELLER KANZLER - Sosis & Chicken Nugget Frozen Ready to Cook!,Rp35.625,Kuka Kuka Meat Shop Jaksel,Jakarta Selatan,250+ terjual,4.9
KANZLER CHICKEN NUGGET 450 GR / NUGGET AYAM NAGET AYAM,Rp42.000,Racik Indonesia,Bandung,,
Kanzler Nugget 450gr,Rp46.000,Orient Food,Surabaya,90+ terjual,5.0
nugget kanzler crispy,Rp42.500,Auna Frozen,Tangerang Selatan,,
chicken nugget kanzler,Rp39.000,Ratih Frozen Food,Depok,70+ terjual,4.9
Crispy Chicken Nugget (450 gram) - Kanzler,Rp51.000,Belanja Segar Bandung,Bandung,11 terjual,5.0
kanzler nugget 450 gram,Rp45.900,Srikandi@Shop,Bekasi,70+ terjual,5.0
kanzler chicken cordon bleu 900gr ayam gordon 900g 6 pack isi 900 gram,Rp124.300,teluk frozen,Jakarta Utara,14 terjual,5.0
KANZLER BEEF COCKTAIL 250GR,Rp26.000,cemerlang frozen food,Jakarta Timur,100+ terjual,5.0
KANZLER CHICKEN NUGGET ORIGINAL 450gr,Rp51.000,Toko daging Nusantara Soepomo tebet,Jakarta Selatan,14 terjual,5.0
Kanzler Smoked Beef Ham Slice Round - Daging Sapi Asap (250 gr),Rp36.000,Hijrahfood Meatshop Depok,Depok,70+ terjual,4.9
Kanzler Singles Sosis Sapi Siap Makan | Beef Sausage RTE - Pilih Rasa,Rp7.500,Hijrahfood Meatshop Bogor Selatan,Bogor,50+ terjual,5.0
Kanzler Crispy Chicken Nugget 450g-Kanzler Crispy Chiken Nugget 450gr,Rp43.100,D'Ning Frozen Food,Depok,6 terjual,5.0
Kanzler Chicken Nugget 450g,Rp44.616,vieka mart official,Tangerang Selatan,23 terjual,5.0
Sosis Kanzler Beef Cocktail 500 Gram / Kazler Promo / Halal,Rp52.000,Ohayo Bento New,Jakarta Timur,250+ terjual,5.0
Kanzler Chicken Cordon Bleu 300 gram,Rp45.000,PopulerCollection,Surabaya,70+ terjual,4.9
KANZLER Sosis Frankfurter Cocktail [500 gr],Rp45.500,Okz Frozen Food,Kab. Sidoarjo,17 terjual,5.0
1 Pack - Kanzler Crispy Chicken Nugget 450gr,Rp42.000,Fam Gourmet,Jakarta Pusat,20 terjual,5.0
Kanzler Chicken Cordon Bleu 300 gram,Rp49.000,Tasaji Foods,Bekasi,6 terjual,5.0
kanzler crispy chicken nugget 450gr,Rp39.000,CHILA's FROZEN,Tangerang Selatan,14 terjual,5.0
kanzler smoked beef 1 kg,Rp115.000,kartikafrozen,Jakarta Barat,,
KANZLER CHICKEN NUGGET PREMIUM 450 GRAM,Rp40.950,Gemari Kitchen,Jakarta Utara,9 terjual,5.0
Sosis Kanzler Sosis sapi kanzler Sosis Cheese Bratwurst Kanzler 360g,Rp45.000,SinarMurni,Jakarta Pusat,50+ terjual,4.9
KANZLER Crispy Chicken Nugget 450GRAM,Rp46.128,Dapur Frozen Mart,Jakarta Timur,22 terjual,5.0
Kanzler Singles Sosis Sapi Siap Makan | Beef Sausage RTE - Pilih Rasa,Rp7.500,Hijrahfood Meatshop Jaksel,Jakarta Selatan,100+ terjual,4.9
KANZLER SOSIS BEEF COCKTAIL 1kg,Rp115.500,INDO FROZEN,Bekasi,30+ terjual,4.9
KANZLER Crispy Chicken Nugget 450gr,Rp46.900,Toko PutraPerdana,Kab. Bekasi,7 terjual,5.0
Kanzler Chicken Cordon Bleu 300gr,Rp47.000,DBK Pasar Minggu,Jakarta Selatan,100+ terjual,5.0
Kanzler Crispy Chicken Nugget 450gr - FROZEN FOOD HALAL,Rp44.500,Belly,Jakarta Barat,40+ terjual,5.0
Kanzler Sosis Nugget Crispy Chicken,Rp49.875,Pangan Export Indonesia,Jakarta Barat,100+ terjual,5.0
Kanzler Beef Cocktail 500gr | Kanzler Sosis Mini | Cocktail Sausage,Rp51.000,DBK Pasar Minggu,Jakarta Selatan,500+ terjual,5.0
Sosis keju Kanzler 1 box isi 12 Sosis Jumbo Keju Sosis premium,Rp90.000,SinarMurni,Jakarta Pusat,100+ terjual,4.7
kanzler sosis beef cocktail 250 gram,Rp28.900,Aishakira online,Jakarta Timur,1rb+ terjual,5.0
KANZLER CRISPY CHICKEN NUGGET 450GR,Rp42.200,UMA' Frost,Bekasi,250+ terjual,5.0
Kanzler Beef Cocktail 250 gr,Rp28.840,SAJI Frozen&Snack,Jakarta Barat,100+ terjual,4.9
KANZLER CRISPY CHICKEN NUGGET [450gr],Rp53.500,ALX FROZEN,Kab. Cilacap,80+ terjual,5.0
Kanzler Sosis Sapi Beef Cocktail Sausages 500 Gram,Rp51.000,Alanza Frozen Food,Tangerang Selatan,750+ terjual,5.0
Sosis Kanzler Beef Cocktail 250g,Rp26.500,alia froznfoods,Depok,80+ terjual,4.9
SOSIS KANZLER FRANKFURTER COCKTAIL 500gr / 500 gr,Rp42.800,Wiralel,Tangerang,500+ terjual,5.0
KANZLER FRANKFURTER COCKTAIL 500G,Rp43.900,LOTTE Mart Official,Jakarta Selatan,50+ terjual,5.0
kanzler nuget crispy,Rp39.900,ummahat. Frozenfood,Bekasi,8 terjual,5.0
kanzler chicken nugget crispy 450 gr,Rp41.500,Frozen Food Panjunan,Bandung,,
kanzler nugget,Rp39.500,HS by Hansu,Jakarta Barat,60+ terjual,4.9
Beef Cheese Nugget/ Nugget Keju Sapi,Rp65.000,Fourlet Premium Nugget,Surabaya,30+ terjual,4.7
Kanzler Crispy Chicken Nugget - 450gr,Rp50.000,WMS Meat Store,Tangerang,5 terjual,5.0
Kanzler chicken nugget / kanzler crispy nugget ayam Halal Mui - Crispy 450g,Rp42.900,foodpedia920,Jakarta Utara,50+ terjual,5.0
CRISPY CHICKEN NUGGET STICK KANZLER 450GR ,Rp43.900,Rezeki Frozen,Jakarta Utara,,
Kanzler Crispy Chicken Nugget 450gr,Rp41.500,Selios Meat Shop,Bekasi,1 terjual,5.0
kanzler nugget crispy 450gr,Rp43.000,Sandi ajah,Jakarta Timur,,
Crispy Chicken Nugget (450 gram) - Kanzler,Rp51.000,Belanja Segar,Jakarta Utara,100+ terjual,4.9
kanzler chicken nugget 450gr,Rp39.000,Elbarra Arabian store,Bandung,23 terjual,5.0
Sosis Kanzler 500gr cocktail,Rp28.900,GALLERY ISSYANA,Surabaya,14 terjual,5.0
kanzler nugget crispy 450gram,Rp43.900,bu endess,Tangerang,20 terjual,5.0
SMOKED BEEF KANZLER 1KG DAGING SAPI ASAP ISI 48PCS HALAL,Rp126.625,LatteBless,Jakarta Selatan,250+ terjual,5.0
Sosis kanzler singles hot / original / keju / sosis kanzler premium,Rp6.490,delightfoodies,Jakarta Utara,20 terjual,5.0
kanzler crispy chicken nugget 4,Rp47.700,Frozty Frozen Food,Kab. Bandung,100+ terjual,5.0
Kanzler Crispy Chicken Nugget 450gr - 1 Pack,Rp45.552,Kuka Kuka Shop Tangerang,Tangerang Selatan,100+ terjual,5.0
Kanzler Crispy Chicken Nugget Stick 450gr Naget Ayam Krispy Stik,Rp39.480,RIESA Mart,Tangerang Selatan,40+ terjual,5.0
kanzler crispy chicken nugget 450gr,Rp43.900,Rezeki Frozen,Jakarta Utara,50+ terjual,5.0
Kanzler Crispy Chicken Nugget 120gr,Rp17.000,Selios Meat Shop,Bekasi,,
Kanzler Crispy Chicken Nugget 120 Gr,Rp13.999,Elbarra Arabian store,Bandung,,
Kanzler Chicken Cordon Bleu 300 gram isi 2,Rp52.000,Rumah Frozen MD,Depok,100+ terjual,5.0
Sosis singles kanzler hot / cheese / original / sosis kanzler murah,Rp7.900,Fresh Multi,Jakarta Utara,40+ terjual,5.0
Kanzler Beef Wiener Sausage 360gr,Rp41.209,Toko DFF,Jakarta Selatan,250+ terjual,5.0
Kanzler nugget/Kanzler nugget crispy 500gr,Rp49.000,bubbabeef,Depok,40+ terjual,4.8
kanzler nugget crispy 120gr,Rp14.000,Ratih Frozen Food,Depok,50+ terjual,5.0
KANZLER SMOKED BEEF,Rp35.600,Madina Frost,Kab. Tangerang,100+ terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp43.500,Toko Daging Slamet,Bekasi,7 terjual,5.0
Nugget/Nugget Crispy Kanzler,Rp44.000,Toko Daging Muria,Depok,13 terjual,5.0
sosis kanzler beef cocktail 500gr,Rp46.900,AINISeafood,Surabaya,100+ terjual,5.0
